6.564E+00	3.813E-12
7.235E+00	6.396E-12
8.046E+00	1.199E-11
9.107E+00	2.603E-11
1.031E+01	5.062E-11
1.136E+01	8.810E-11
1.275E+01	1.713E-10
1.418E+01	3.330E-10
1.591E+01	6.241E-10
1.784E+01	1.571E-09
1.967E+01	3.170E-09
2.149E+01	5.518E-09
2.347E+01	1.496E-08
2.587E+01	3.249E-08
2.851E+01	7.058E-08
3.115E+01	1.533E-07
3.557E+01	3.721E-07
3.921E+01	8.386E-07
4.638E+01	2.359E-06
5.297E+01	5.941E-06
5.942E+01	1.611E-05
6.607E+01	3.767E-05
7.545E+01	8.182E-05
8.267E+01	2.781E-04
1.036E+02	1.134E-03
1.235E+02	3.403E-03
1.389E+02	6.238E-03
1.510E+02	1.040E-02
1.598E+02	1.427E-02
1.731E+02	2.089E-02
1.841E+02	2.760E-02
2.017E+02	3.715E-02
2.116E+02	4.319E-02
2.227E+02	5.009E-02
2.381E+02	5.595E-02
2.502E+02	5.917E-02
2.612E+02	6.040E-02
2.756E+02	5.926E-02
2.888E+02	5.586E-02
3.009E+02	5.057E-02
3.108E+02	4.622E-02
3.252E+02	3.904E-02
3.417E+02	2.949E-02
3.627E+02	1.919E-02
3.913E+02	9.924E-03
4.255E+02	4.064E-03
4.656E+02	1.134E-03
4.960E+02	6.789E-04
5.075E+02	3.330E-04
5.308E+02	1.021E-04
5.600E+02	3.249E-05
5.804E+02	8.284E-06
6.179E+02	2.112E-06
6.349E+02	3.721E-07
6.640E+02	9.141E-08
7.007E+02	1.155E-08
7.200E+02	2.359E-09
7.464E+02	4.644E-10
7.669E+02	8.810E-11
7.950E+02	1.442E-11

