2.979E+01	2.997E-03
3.700E+01	4.841E-03
4.421E+01	6.685E-03
4.960E+01	9.605E-03
5.679E+01	1.299E-02
6.216E+01	1.652E-02
6.935E+01	2.005E-02
7.473E+01	2.313E-02
8.193E+01	2.636E-02
8.909E+01	3.127E-02
9.628E+01	3.512E-02
1.017E+02	3.619E-02
1.071E+02	4.034E-02
1.143E+02	3.988E-02
1.197E+02	4.142E-02
1.270E+02	3.957E-02
1.324E+02	4.080E-02
1.396E+02	3.773E-02
1.451E+02	3.696E-02
1.523E+02	3.419E-02
1.596E+02	3.189E-02
1.651E+02	2.912E-02
1.687E+02	2.759E-02
1.796E+02	2.420E-02
1.832E+02	2.205E-02
1.887E+02	1.959E-02
1.960E+02	1.667E-02
2.014E+02	1.560E-02
2.086E+02	1.437E-02
2.141E+02	1.268E-02
2.195E+02	1.130E-02
2.250E+02	1.007E-02
2.322E+02	8.836E-03
2.395E+02	8.222E-03
2.467E+02	7.607E-03
2.521E+02	6.992E-03
2.558E+02	6.070E-03
2.648E+02	5.763E-03
2.702E+02	5.148E-03
2.757E+02	4.687E-03
2.829E+02	4.380E-03
2.901E+02	3.919E-03
2.974E+02	3.611E-03
3.010E+02	3.150E-03
3.100E+02	2.997E-03
3.191E+02	2.536E-03
3.263E+02	2.382E-03
3.336E+02	2.075E-03
3.426E+02	1.921E-03
3.498E+02	1.614E-03
3.589E+02	1.460E-03
3.661E+02	1.460E-03
3.733E+02	1.306E-03
3.788E+02	1.153E-03
3.842E+02	1.153E-03
3.914E+02	1.153E-03
3.969E+02	9.989E-04
4.059E+02	8.452E-04
4.149E+02	8.452E-04
4.240E+02	8.452E-04
