1.172E+01	2.382E-03
1.889E+01	6.992E-03
2.421E+01	1.498E-02
3.132E+01	2.513E-02
3.842E+01	3.465E-02
4.377E+01	4.111E-02
5.091E+01	4.818E-02
5.811E+01	5.033E-02
6.355E+01	4.879E-02
7.083E+01	4.510E-02
7.630E+01	4.172E-02
8.186E+01	3.173E-02
8.915E+01	2.728E-02
9.466E+01	2.067E-02
1.019E+02	1.698E-02
1.074E+02	1.345E-02
1.147E+02	1.145E-02
1.201E+02	9.144E-03
1.274E+02	7.453E-03
1.346E+02	6.378E-03
1.401E+02	5.302E-03
1.455E+02	4.533E-03
1.527E+02	3.611E-03
1.600E+02	3.150E-03
1.672E+02	2.843E-03
1.763E+02	2.382E-03
1.835E+02	1.921E-03
1.925E+02	1.614E-03
2.016E+02	1.460E-03
2.106E+02	1.153E-03
