6.805E+00	4.760E-12
7.912E+00	1.034E-11
9.532E+00	3.132E-11
1.222E+01	1.228E-10
1.472E+01	4.006E-10
1.757E+01	1.407E-09
2.062E+01	4.106E-09
2.293E+01	1.244E-08
2.666E+01	3.909E-08
3.128E+01	1.323E-07
3.735E+01	5.000E-07
4.459E+01	1.961E-06
5.420E+01	7.415E-06
6.414E+01	2.603E-05
7.659E+01	1.060E-04
9.475E+01	4.819E-04
1.082E+02	1.259E-03
1.292E+02	3.675E-03
1.476E+02	8.919E-03
1.657E+02	1.389E-02
1.996E+02	3.372E-02
2.181E+02	4.701E-02
2.447E+02	5.868E-02
2.698E+02	5.868E-02
2.948E+02	5.868E-02
3.250E+02	4.701E-02
3.615E+02	2.803E-02
3.915E+02	1.611E-02
4.057E+02	9.964E-03
4.433E+02	4.106E-03
4.675E+02	1.631E-03
5.064E+02	4.157E-04
5.484E+02	6.318E-05
5.784E+02	1.290E-05
5.993E+02	3.413E-06
6.264E+02	8.082E-07
6.548E+02	1.184E-07
6.845E+02	2.418E-08
7.156E+02	3.542E-09
7.414E+02	5.586E-10
7.682E+02	1.323E-10
7.959E+02	2.803E-11
8.101E+02	1.073E-11
